ITEM_ID,CATEGORY_L1,CATEGORY_L2,PRODUCT_DESCRIPTION,PRICE,GENDER
e1105a38-cf8f-4bbf-a1de-968b94b22b80,footwear,formal,Pair of brown formal shoes for men,9.99,M
c7beb662-1cc4-4709-a420-ef768a43f6ad,apparel,scarf,First-rate scarf for women,55.99,F
5c0b070b-3bf1-4d2b-99a7-0906b90ca28f,housewares,kitchen,Unparalleled for every kitchen,58.99,ANY
4fb90969-6e9b-41f5-8ff2-acde9878e868,homedecor,lighting,This floor lamp will enhance your home,43.99,ANY
47134a61-d2cb-45f9-8016-7a1063250cce,footwear,formal,Pair of brown formal shoes for men,9.99,M
dcf8a704-e158-4d3f-85eb-f72c8200ae7c,footwear,sneaker,An all-around supercool pair of gainsboro sneakers,49.99,F
1ff518b5-97be-45f7-bd7e-1d70484afc72,instruments,strings,This violin will delight the most demanding musician,350.99,ANY
657b8b5a-9899-4670-a810-98d4293f5933,apparel,shirt,Linen Hue casual shirt for men,174.99,M
2de31913-a3d6-4e93-a8a9-17983f24e2f8,instruments,strings,This electric guitar will delight the most demanding musician,262.99,ANY
48504eb2-f982-44ac-919b-0555539f525d,electronics,camera,This camera is perfect for capturing those special moments,1216.99,ANY
c424e679-0da2-4d81-afb8-f9dc5d21ce83,apparel,jacket,Warm casual jacket for men,133.99,M
5138061d-7f1d-437e-ab4e-87f97f4140f8,furniture,tables,Increase your productivity with this definitive wooden worktable,301.99,ANY
8770aa6d-44e7-4219-9ab4-71b3fd828f36,homedecor,cushion,This gray rectangular cushion is a must-have for your house,57.99,ANY
cc3edb1a-d73a-4f6a-8718-600cba7f37b4,jewelry,earrings,Swanky earrings for women,25.99,F
6928c229-e860-45f9-8720-45e2ea2fae2f,accessories,watch,This ultrahip watch for women is perfect for all occasions,126.99,F
622eb4e4-4bb9-4099-bd1b-3d64b715a92e,accessories,belt,Edgy belt for women,51.99,F
29cf2176-3ba3-4762-b537-66bc226a7766,instruments,wind,This trumpet will delight the most demanding musician,200.99,ANY
78cb9e53-b00a-4c44-9007-800f70d3c7b7,floral,plant,Indoor plant grown sustainably on our organic farms,119.99,ANY
84dc124a-699d-433a-a828-5e32044c8945,footwear,boot,Unparalleled pair of brown boots,53.99,M
b19613c1-f717-4fa9-bf68-a94af122dd4a,groceries,dairy,This milk is fresh from our dairy farms,4.99,ANY
ffbf120a-0b8e-41dd-bbe9-5b2a87b0c8c5,groceries,bakery,Bread made fresh daily in our kitchens,7.99,ANY
3eeaa0d2-b2bf-44d6-83cf-0bd1cb7d32f3,apparel,jacket,Warm casual jacket for women,171.99,F
c6a2f400-09ea-4b63-b022-b5ccc3601739,apparel,jacket,Warm casual leather jacket for men,83.99,M
710d86b7-71d6-4acc-973f-443f3ffbc812,floral,plant,Drought-resistant indoor plant delivered fresh and vibrant from our growers,66.99,ANY
95aa9d7e-4b6d-4b44-a7a1-1b223dff08c1,seasonal,easter,A favorite for early April,45.99,ANY
4adabef5-293b-42c0-b6d1-1cf853f6391d,books,travel,Plan your next trip with this essential reference book on China,10.99,ANY
9be3c754-d792-4b9a-80e4-988130797bb1,seasonal,easter,A favorite for early April,44.99,ANY
627ae565-6464-41a9-9562-aac81a4b62ef,furniture,chairs,Relax in this nice dark gray armchair,94.99,ANY
977d3ee7-3a40-4043-8164-c7f66e384940,accessories,handbag,Light gray handbag that works with all outfits,101.99,F
d56b362e-5d34-4f5f-aa3d-2724ec45b569,groceries,vegetables,This tasty veggie is a must-have in every pantry,3.99,ANY
d2c48852-0c49-457c-bbf1-89de447ef4bb,outdoors,kayaking,This paddle will improve your kayaking,19.99,ANY
bb7d8938-2183-4556-a6af-c3761c094711,accessories,backpack,Yellow backpack for men,132.99,M
d23b8ca9-cd3d-4e92-958c-922cfcd8fb29,accessories,handbag,This black dressy handbag is quintessential,99.99,F
ddae863a-5c80-4f88-a57c-d0296668220e,furniture,tables,Unparalleled sienna worktable for your office,174.99,ANY
af2aba3d-c9f6-46e1-95db-100fc1a73726,housewares,kitchen,A must-have for your kitchen,71.99,ANY
75cb828e-ccc5-41ff-9bdd-9ac3dc7740aa,furniture,dressers,Unequaled white dresser with two drawers is a must-have,142.99,ANY
b889fa0e-bbba-4e93-a41e-eff046a14073,electronics,camera,This camera is perfect for capturing those special moments,1061.99,ANY
e723e9ec-ca6b-44c0-9415-fe85e007bf45,seasonal,christmas,A must-have for the holidays,103.99,ANY
fb59921d-39ac-4c6d-b3af-8debc5ad8255,homedecor,clock,This wall clock is a must-have,80.99,ANY
dfee5337-9791-4d76-b4e3-7b9ea3825dfe,groceries,seafood,"Delish atlantic salmon, always sourced sustainably",15.99,ANY
788ef0b7-8aeb-4579-84d2-53d7592c7a9e,homedecor,lighting,This jar candle is a must-have for the lighting of your home,18.99,ANY
b6296602-fa74-4b2c-94d4-e6a67d7aaac9,furniture,sofas,Definitive slate gray sofa for any room,425.99,ANY
cf6ac765-0075-4c93-ad79-f36865523b42,groceries,bakery,This delicious cream cake will delight everyone,11.99,ANY
8f08be25-5967-4a2f-82b5-324393201611,homedecor,cushion,This dark slate gray set cushion is a must-have for your house,56.99,ANY
4988dd94-cb08-4dac-bddc-36551d08808c,homedecor,decorative,This wiker basket is a must-have for your home decor,55.99,ANY
e65ebcd0-dd43-4fe6-a54a-9e23afbd19fb,accessories,handbag,This light pink handbag is a outstanding dressy companion,94.99,F
55988ddb-e48f-4cb0-9474-93c4abba4f0f,electronics,camera,Camera for amateurs and professonals,9.99,ANY
664a48cc-983d-489d-a7dd-421c676477e8,instruments,microphone,This high definition microphone can be relied upon in every situation,298.99,ANY
30da015d-6f04-4b45-aacb-82e1f0e9c0fc,apparel,shirt,Trendy dressy shirt for men,96.99,M
df8e287c-867b-4b4d-bf27-e3055afa2a16,furniture,tables,Increase your productivity with this unsurpassed dark khaki worktable,239.99,ANY
6077dc55-683e-4261-9397-df2c615811a8,apparel,scarf,First-class scarf for women,93.99,F
e2a60c0c-de0c-49d0-b66f-cf6406058797,groceries,meat,Our beef is raised sustainably by our farmers,13.99,ANY
a0becbed-a117-4a4e-8dfd-742897cdd758,seasonal,christmas,A favorite for the holidays,97.99,ANY
666859d9-cb7f-4f52-ab9a-ff1132574593,groceries,seafood,"Delicious shrimp, always sourced sustainably",25.99,ANY
32bc7c48-685e-4029-809e-6cfee53a83e9,footwear,formal,Pair of white formal heels for women,9.99,F
12570071-cd7f-4dac-b70e-7878f4c41967,seasonal,christmas,A favorite for the holidays,135.99,ANY
c42ac631-be45-436f-a3cc-fedf5bf9d1ca,homedecor,clock,This pocket clock is a must-have,107.99,ANY
e3be2ea9-6d88-43be-aa1b-9d498c67ce26,footwear,formal,Pair of brown formal shoes for men,9.99,M
462c7968-3fc8-4ce4-aef2-b732e87ac895,outdoors,fishing,Dependable and easy to use fishing reel,74.99,ANY
1daacea7-7d46-464a-8326-ed81951fecab,housewares,kitchen,Unequaled for every kitchen,65.99,ANY
4bfeb922-d23e-4288-92c6-c4d27bba5ed2,outdoors,fishing,Trustworthy fishing Lure for every angler,85.99,ANY
a3a40b11-89eb-4492-96e2-4cf1ffeb3f58,accessories,watch,This hip watch for men is unrivaled everyday,84.99,M
a74abb1e-026e-43ea-a5ba-233cdd114637,jewelry,bracelet,A groovy bracelet for men,124.99,M
ac099a60-9187-4d4f-97b4-6bdfb14ba521,books,travel,Plan your next trip with this essential reference book on Iceland,11.99,ANY
c3c32c14-e357-431f-a5ca-ae00a969ee84,instruments,strings,This acoustic guitar is perfect for amateur and professional musicians,489.99,ANY
959f89a4-6a5a-469e-85cf-567d9a6ff831,seasonal,easter,A favorite for early April,51.99,ANY
92caea3c-23c8-4bb0-8a4b-43372adafaae,accessories,handbag,Dark salmon handbag for those dressy occasions,128.99,F
8ea787f8-cdf1-49bb-a788-e7349244f55f,furniture,chairs,Definitive light slate gray chair for your office,86.99,ANY
408410b1-8914-4d3c-aebf-4375d7c36feb,seasonal,easter,A must-have for April,21.99,ANY
6c273684-b5ee-4fe5-9d6b-9da887a75e69,apparel,jacket,Well-insulated casual jacket for men,194.99,M
a3ad25e8-c9c3-459a-a853-c26a0ad837eb,accessories,backpack,This gainsboro backpack is incomparable for the season,133.99,ANY
d3d208d3-27ca-49af-b195-15a6e2b4ad24,jewelry,necklace,Sassy necklace for women for any occasion,121.99,F
4145a8e5-1cb8-45c5-9c9e-97fa7ee5cc20,floral,bouquet,Wedding bouquet grown sustainably on our organic farms,135.99,ANY
31f69124-fa40-4a08-9d6c-9363c7f9d29b,beauty,grooming,You get a whole bunch of stuff and it is super good quality too.,103.0,F
65e1842f-0cbf-4a8a-a30e-b5de1e2b6bcd,footwear,sandals,Supercool pair of sandals for women,9.99,F
7bf49f2c-e8d3-4ace-91dc-9ccca4de3116,floral,plant,Drought-resistant indoor plant delivered fresh and vibrant from our growers,93.99,ANY
881659ef-117e-4109-b6b9-34758cce38c8,footwear,boot,Unequaled pair of black boots,93.99,M
665c1282-d2e2-40b9-9905-189675663f49,seasonal,easter,A must-have for April,57.99,ANY
a87aa681-f9bb-48a7-9d79-4aafc7b6d6db,furniture,tables,Hip light gray accent table to enhance your room,276.99,ANY
00225258-dbfb-4103-a573-007386571a49,seasonal,easter,A must-have for April,16.99,ANY
01b24cde-af53-4629-b7f0-0965f795b870,accessories,backpack,Sienna men's backpack for wandering everywhere during the season,95.99,M
d142cebb-ce35-4581-8285-6e54171c23d9,groceries,bakery,Cookie made fresh daily in our kitchens,7.99,ANY
eeefc925-4e17-4244-b8c7-068daa8fc3d3,apparel,shirt,Sassy crimson casual shirt for women,235.99,F
e61bf678-89b5-4214-80db-a5cf4539c541,jewelry,bracelet,This bracelet for men is sure to show a spirited personality,148.99,M
a6183f9b-75dc-4dd3-9a1e-3d0fbb0e49f1,accessories,watch,Sassy watch for women,89.99,F
24ea4618-c6a5-4f9a-8d99-6a5b2a4523e0,footwear,formal,Pair of black heels for women,9.99,F
dd433903-6142-4b27-8736-8f19f6ddc07f,furniture,sofas,Enjoy this comfy gray sofa,900.99,ANY
e93b7954-1a99-4523-8323-7c754c06ae39,homedecor,cushion,This cadet blue square cushion is very soft,51.99,ANY
4f9e1247-5342-4a79-ae6d-e53d083840a8,books,travel,Plan your next trip with this essential reference book on Britain,15.99,ANY
252ad448-0031-4705-8ec8-d43ad8df9d71,tools,set,Essential set for every craftperson,24.99,ANY
58407569-aaa8-40b4-8da0-13f6ffb18faf,groceries,bakery,This delish pecan pie is made fresh every day,11.99,ANY
59924a8d-3168-4a39-80f2-0d94283fd6d5,furniture,tables,Unrivaled burlywood worktable for your office,281.99,ANY
36c8e225-7568-4be9-a94a-c79f9e445e7f,apparel,socks,Plush dressy socks,14.99,F
72323ce2-4ce8-41c1-9ffd-099748b6bc1d,homedecor,decorative,This wiker basket will delight everyone,59.99,ANY
a9d6ceb2-92da-4523-af26-8df87ca7569f,groceries,vegetables,Keep your pantry well stocked with this tasty and polyvalent veggie,7.99,ANY
aca48197-40cf-47b1-8eb3-ceeb29f7f23e,furniture,chairs,Ideal black chair for your office,101.99,ANY
b803aff7-6e4b-4beb-8d1d-dc7fe609274d,electronics,computer,Laptop computer for your computing needs,9.99,ANY
9fd8702a-7c00-4dd4-9813-1970dfcdffcb,groceries,bakery,Bagel made fresh daily in our kitchens,8.99,ANY
a7015a02-8d80-4c1a-b5c9-e4be85b32c3b,footwear,sandals,This ultracool pair of sandals for men is perfect for the summer,9.99,M
4f13bb6a-20f0-4067-a33d-6585b3cd26f2,books,cooking,Learn to cook Chinese cuisine with these easy recipes,26.99,ANY
53ec1efb-0deb-48cf-96a3-7a7342b78608,tools,plier,Essential plier for every craftperson,8.99,ANY
6ae04681-0217-46c7-a34c-a3e74c96a1fe,furniture,dressers,This unequaled dresser has two drawers to organize all your items,278.99,ANY
d826bc9c-a212-49b0-b5f9-e18c631fc5db,housewares,kitchen,A must-have for your kitchen,56.99,ANY
f95a0ee3-8ab6-4061-bef2-3578c6b5b7f0,accessories,backpack,This black backpack for men is unequaled for exploring all over,98.99,M
274a765d-a58d-4d09-b9a8-8cd92739525c,housewares,bowls,This superb ceramic bowl is a must-have,58.99,ANY
77a73995-ee61-4793-b48c-f9e1125fbce4,floral,centerpiece,Centerpiece delivered fresh and vibrant from our growers,89.99,ANY
807e17f3-5daf-41c3-a07f-dbf6d48af7d9,electronics,speaker,These high fidelity speakers are unparalleled for your music room,91.99,ANY
4509f2ec-2ed9-4906-ab6c-97f8f945defb,apparel,jacket,Dressy jacket for women about town,187.99,F
26f3ac16-179b-4886-8ace-e9e83855e86b,jewelry,necklace,Swell necklace for everyday wear,125.99,M
31c66849-210f-4545-9417-da017ded65a1,groceries,seafood,"Delish cooked oysters, always sourced sustainably",20.99,ANY
66725b05-5d69-48f5-bafc-883957a493d1,instruments,wind,This french horn is perfect for amateur and professional musicians,192.99,ANY
73d86619-0add-438e-831d-596562004a49,housewares,bowls,This classic ceramic bowl is a must-have,13.99,ANY
44808231-a5a2-4de8-8cd1-724becb8455d,groceries,bakery,Bagel made fresh daily in our kitchens,9.99,ANY
466a4ff2-f255-41a5-a83b-9d48443c724e,seasonal,christmas,A must-have for the holidays,110.99,ANY
c0a8f249-ed54-4860-8417-5875beffbcf1,accessories,glasses,These trendy glasses for men are unequaled,103.99,M
97b25afe-68ca-445d-a276-dc7e09df575d,instruments,keys,This upright piano will delight the most demanding musician,184.99,ANY
fd883945-a5cb-4c96-a749-c4d70709d909,seasonal,valentine,Be sure to order early for that special day,52.99,ANY
bd1c42ea-cf80-4bb0-9bab-847789889991,electronics,camera,Camera for amateurs and professonals,9.99,ANY
dfe8e597-14f3-48af-b86b-cfd80f2321cf,furniture,tables,Increase your productivity with this incomparable wooden worktable,321.99,ANY
d8bed77a-c906-4f06-aeb1-04c3557f2e8e,homedecor,cushion,This square cushion is a must-have for your house,32.99,ANY
1fc0e7ef-b623-4b1e-90c1-5cadda765301,seasonal,halloween,A must-have for that fanciful day loved by all,42.99,ANY
c624d6a6-4269-4e2e-a172-4ae9da16533c,jewelry,necklace,This swanky necklace for women will be noticed by all,120.99,F
67438f99-65f6-4788-827c-0e69538f29c6,instruments,strings,This electric guitar is perfect for amateur and professional musicians,360.99,ANY
76507db4-0b67-4c86-b634-f3f1a479124c,instruments,strings,This electric bass will delight the most demanding musician,426.99,ANY
629a89c1-8cd2-4629-93ab-85a3502a050f,floral,centerpiece,Centerpiece grown sustainably on our organic farms,51.99,ANY
b049bbc2-5f2f-4315-8695-f06731a36448,seasonal,easter,A favorite for early April,35.99,ANY
ba0c2cb6-26b8-488f-81ad-0fa52eb04940,tools,axe,This axe is a must-have for your toolbox,9.99,ANY
e9daa7cd-8230-4544-9f07-86fa84d7c3c1,jewelry,bracelet,This bracelet for men is sure to show a spirited personality,119.99,M
e51f4c9b-ecdb-40db-8d8b-7d61f1fb2890,apparel,shirt,Sassy black casual shirt for women,213.99,F
79547d73-7092-48cb-98c4-f6024594d115,footwear,sandals,This sassy pair of sandals for woman is perfect for the summer,9.99,F
de81e406-4fee-4934-9274-31b8b4acf002,housewares,kitchen,A must-have for your kitchen,72.99,ANY
8c64c1c1-87fc-4a95-b3cc-1d13f0f54db7,instruments,keys,This grand piano is perfect for amateur and professional musicians,96.99,ANY
09920b2e-4e07-41f7-aca6-47744777a2a7,beauty,grooming,A must-have in every bathroom,9.99,F
cf9e2ee4-476b-40d9-bc61-f866fc436520,instruments,percussion,This acoustic drum is perfect for amateur and professional musicians,237.99,ANY
28c5c21b-81c0-4ff7-85b5-a7367cb9c6db,groceries,bakery,Cookie made fresh daily in our kitchens,8.99,ANY
fdf9d37f-2115-4004-99f2-0d56f8e5d016,accessories,backpack,Leather backpack for men,141.99,M
d46b88f8-98dd-49aa-8ac2-f127aea04c8a,seasonal,valentine,Be sure to order early for that special day,47.99,ANY
61697f16-9198-4d1a-89a5-e43386c2b759,floral,plant,Drought-resistant indoor plant delivered fresh and vibrant from our growers,83.99,ANY
c3b74175-5751-441c-b4a1-c0d9096edf43,furniture,tables,Unparalleled wooden dining room for the whole family,168.99,ANY
68ba7c82-7669-4810-b3f7-44215fc4248b,furniture,dressers,Unrivaled white dresser with lots of drawers is a must-have,160.99,ANY
8ac10473-effb-464a-9270-b9108f72f401,floral,wreath,Wedding wreath delivered fresh and vibrant from our growers,62.99,ANY
6095dabe-0311-476c-b537-84f6f3dc2d75,books,travel,Plan your next trip with this essential reference book on Italy,14.99,ANY
d41bcce7-a956-416a-bac8-ff8dd6c37387,seasonal,christmas,A must-have for the holidays,80.99,ANY
3293c333-10c8-4837-a07d-d8cd9e0f9bf8,furniture,dressers,This unequaled dresser has lots of drawers to organize all your items,120.99,ANY
2a06c3e0-e349-496b-a549-da1b61a50b7a,electronics,television,This television is perfect for every room,474.99,ANY
9e798d24-65b8-42ee-b592-21afe2a23b07,furniture,chairs,Relax in this comfy dark slate gray armchair,82.99,ANY
3491deff-c0fe-4065-abbc-72b507da84b2,accessories,backpack,Unicorn backpack for women,80.99,F
8f2f2822-09eb-4985-ad5a-05a22ab69b6e,housewares,kitchen,Outstanding for every kitchen,75.99,ANY
48941756-e6c4-4b45-a869-c4f33daccdeb,furniture,chairs,Relax in this nice yellow armchair,111.99,ANY
01a8978b-2a84-4dbd-acc4-aff74a468681,homedecor,decorative,This ceramic vase will delight everyone,58.99,ANY
642a675e-49e1-477a-97d8-6852380988b2,jewelry,bracelet,A dandyish bracelet for men,145.99,M
9ab6eb6e-665d-4517-9761-3fe560c91a1e,apparel,jacket,Well-insulated winter jacket for men,198.99,M
3bd3c619-58a4-4ea0-9c1a-c85e7a3a5c39,apparel,scarf,Trendy scarf for men,69.99,M
63074efc-388e-4505-b984-5b25a4441299,beauty,bathing,Enjoy the fragrance of this sublime soap,22.99,ANY
2ea02e11-d1d4-4f8b-a5ec-8a94860a07ca,instruments,percussion,This acoustic drum will delight the most demanding musician,358.99,ANY
0a6050fc-5980-4afb-ad5b-6292fc651438,jewelry,necklace,This spiffy necklace for women will be noticed by all,157.99,F
5de6e270-2929-42e6-988f-54f5f2d19a6f,furniture,chairs,Incomparable white chair for any dining room,168.99,ANY
c9ff5b53-f57c-4bca-95ef-456d957073cd,floral,bouquet,Wedding bouquet grown sustainably on our organic farms,105.99,ANY
d09c5232-bdcb-478c-a181-126a0d618720,housewares,kitchen,Incomparable for every kitchen,63.99,ANY
9802c245-7bca-4541-b68e-008df7673639,footwear,formal,Pair of tan formal shoes for women,9.99,F
1bcb66c4-ee9d-4c0c-ba53-168cb243569f,beauty,grooming,A must-have in every bathroom,9.99,F
5c7c00f5-37fa-4fab-95f8-f6982401f762,books,travel,Plan your next trip with this essential reference book on Sweden,11.99,ANY
053664ca-8056-4d71-b609-5211976554c3,seasonal,valentine,Be sure to order early for that special day,37.99,ANY
11b36e89-6771-4cd0-9a3b-e6bb9025b825,floral,arrangement,Daisies arrangement grown sustainably on our organic farms,111.99,ANY
1b997958-e55c-4e1d-9764-ae969504b94d,outdoors,kayaking,This bold kayak will take you everywhere,367.99,ANY
7a935ba6-f5a2-4253-916a-1c1f6dd9a6fe,furniture,tables,This modish wooden accent table will enhance any room,320.99,ANY
0646b83c-03a2-4efe-a21a-a408c4b0de49,groceries,bakery,Cupcake made fresh daily in our kitchens,5.99,ANY
0c4379af-964a-451b-8c57-255194f653af,instruments,keys,This upright piano is perfect for amateur and professional musicians,327.99,ANY
82aa8f53-3556-4fb9-aeed-547a4ea726ff,groceries,seafood,"Delish crab, always sourced sustainably",14.99,ANY
fe7e32b0-df70-4ea5-b52d-65b5ed492682,homedecor,lighting,This taper candle will enhance your home,31.99,ANY
c219ee74-6a27-4dd2-8ccb-f3c6611e5d9f,accessories,glasses,These fashionable glasses for men are unrivaled,56.99,M
99c03934-ef53-4711-b5a6-72b2466d8aae,housewares,kitchen,A must-have for your kitchen,60.99,ANY
1c54c650-dc19-486b-99a2-8621278acb9b,homedecor,lighting,This hanging lamp will enhance your home,17.99,ANY
b5b64ebf-9188-4e45-a9cb-433a889cf1c2,homedecor,cushion,This antique white rectangular cushion is a must-have for your house,49.99,ANY
0e28a5ca-0b34-43ac-b178-42b81225d9da,homedecor,decorative,This rattan basket will delight everyone,27.99,ANY
ed801768-d0df-431e-8883-aa96862f246a,apparel,jacket,This pale gray jacket for women is perfect for the city,106.99,F
d9f978ee-732c-41cb-88db-221ac4b9bdf6,apparel,shirt,Voguish casual overshirt for women,68.99,F
a58cc0a2-d54f-4e5a-85e7-e8c530592b76,tools,hammer,Essential hammer for every craftperson,23.99,ANY
4daf5ac5-2aa9-42df-b6da-895ba09e9012,furniture,sofas,Enjoy this nice dark slate gray sofa,764.99,ANY
819194c7-b742-4f66-8637-ec8ae17f619c,seasonal,valentine,Be sure to order early for that special day,40.99,ANY
dce75815-1d1f-4557-9a89-8fee065c5331,homedecor,clock,This alarm clock will keep you on time,70.99,ANY
4cabc8ea-263b-4642-bce6-7309d60f3e08,instruments,strings,This violin is perfect for amateur and professional musicians,379.99,ANY
39f54127-2206-445c-ab15-ffb044137c56,accessories,glasses,These swell glasses for men are incomparable,131.99,M
b3e617ef-2757-410b-a997-f2cd2006f770,floral,arrangement,Carnations arrangement grown sustainably on our organic farms,112.99,ANY
e9771bb4-cac0-45b4-9e7f-9928ea597e4d,tools,saw,Essential saw for every craftperson,25.99,ANY
f08e9ea2-5ad8-4fe1-a72e-622e31c363cb,homedecor,decorative,This rattan basket will delight everyone,45.99,ANY
65c20b6c-7c1b-4f82-bd05-302f83e8cd55,apparel,jacket,Well-insulated winter suit for men,78.99,M
ae6b8d70-760c-4e97-936b-4c56aaf9eac3,apparel,socks,Fashionable and colorful socks,13.99,M
cee9e9a1-9949-42a9-92a6-4a4420fcc7a3,apparel,jacket,Well-insulated jacket for women for all seasons,185.99,F
8eb86a5d-f246-4190-b903-aab515c71b50,homedecor,clock,This table clock is a must-have,61.99,ANY
53014964-755a-4cf6-9f6c-5c917773e3c9,apparel,scarf,Swanky scarf for women for every occasion,119.99,F
ea28def7-b36e-415b-8e31-ff4ec83f195a,jewelry,earrings,These sassy earrings for women will turn heads,101.99,F
6e73f9f1-2432-4d84-93d2-cc4cf0b83dd7,furniture,dressers,Outstanding rosy-brown dresser with three drawers is a must-have,143.99,ANY
67339481-c304-4c19-8aa9-61cfcb165895,tools,set,Essential set for every craftperson,20.99,ANY
026102a5-46af-449d-a276-ce1c8a8df1db,homedecor,lighting,This hanging lamp will enhance your home,22.99,ANY
641f3960-72a7-4e2b-be69-8a7539eb50bb,beauty,bathing,Keep a bottle of this product in your bathroom,30.99,ANY
6d164b55-f618-46af-a149-98818139fcd2,housewares,kitchen,A must-have for your kitchen,60.99,ANY
7e79a109-06f4-4503-8879-c0b6a4759e96,homedecor,cushion,This rosy-brown rectangular cushion is very nice,49.99,ANY
a7fc7d65-a3c7-4793-8c60-8631d208f4a4,apparel,jacket,Warm casual jacket for women for all seasons,164.99,F
72ae72f3-e7f0-4f03-b8eb-12e78c77741d,beauty,bathing,Keep a bottle of this product in your bathroom,36.99,ANY
b03a9d18-3bd9-4d1c-9ebb-2d94cad7c7cc,apparel,jacket,Cool casual jacket for women for all seasons,148.99,F
f7dfe0b1-8e7e-4c44-918a-0cb31ec128d0,groceries,seafood,"Tasty oysters, always sourced sustainably",17.99,ANY
ad7d52cc-cc68-4aed-bdb3-cb53317a5b93,groceries,dairy,This cheese is made sustainably by our dairy farmers,5.99,ANY
00c5d8dd-12fb-41ad-972d-88364f8a8519,groceries,dairy,This cheese is made sustainably by our dairy farmers,4.99,ANY
3a4608cb-949b-4fc6-8e78-2e7011a31aa8,furniture,dressers,This incomparable dresser has lots of drawers to organize all your items,261.99,ANY
559b3f9a-e6c4-443b-9f9f-9e7a5b8ece64,homedecor,cushion,This gray square cushion is a must-have for your house,22.99,ANY
35efa417-357d-465e-99cb-b208bbc63f8b,housewares,kitchen,Definitive for every kitchen,58.99,ANY
52f04147-c46e-452c-8e26-21c089cea285,electronics,camera,This video camera is perfect for capturing those special moments,1348.99,ANY
b4ca4662-0249-4a2f-99c0-f5e4b2157421,homedecor,cushion,This steel blue square cushion is a must-have for your house,41.99,ANY
1249276c-851a-4f46-81fb-873fd7d5f60f,accessories,watch,This sassy watch for women is perfect for all occasions,75.99,F
99cb19d7-68cf-49d3-9d44-360e2099fe99,homedecor,decorative,This glass vase will delight everyone,29.99,ANY
4bcb9dea-5dc0-41b4-b086-382ea577ac96,electronics,camera,Camera for amateurs and professonals,9.99,ANY
78ff9037-31ba-447f-9669-5f7a08b8e905,electronics,television,This television is perfect for every room,667.99,ANY
7885a4d9-2f1e-4cc4-b52f-82592f4caabd,groceries,fruits,This delicious fruit is everyone's favorite,4.99,ANY
bb710911-1bba-4587-9bbe-65124d8495d0,tools,saw,Essential saw for every craftperson,25.99,ANY
23b9529f-e42b-4546-8066-36771aa9ee1a,accessories,belt,Fashionable belt for all occasions,64.99,M
47707417-48c4-4faa-84ee-a06414d29e46,books,travel,Plan your next trip with this essential reference book on Spain,9.99,ANY
19088866-7d6d-4429-b047-6686cb9540a7,floral,plant,Indoor plant delivered fresh and vibrant from our growers,100.99,ANY
e8720deb-c1f7-48c6-90b2-333b8c79c16a,apparel,shirt,Groovy casual shirt for women,142.99,F
e6a872ab-6a79-4703-9148-1efdca2289e5,accessories,belt,Funky belt for all occasions,77.99,M
9cc46ed9-287c-4ce8-bdb5-8e1fed177dd5,books,cooking,Learn to cook Italian cuisine with these easy recipes,45.99,ANY
a228856e-ed94-48e3-9af3-575d20565bde,books,cooking,Learn to cook Turkish cuisine with these easy recipes,21.99,ANY
3946f4c8-1b5b-4161-b794-70b33affb671,apparel,shirt,Voguish printed casual shirt for women,119.99,F
47bf6ff9-b168-47f9-9e8e-3ad7a78c2836,floral,arrangement,Lilies arrangement delivered fresh and vibrant from our growers,141.99,ANY
41df4bf9-8ee7-4068-a957-3e70c159aa48,homedecor,decorative,This rattan basket is a must-have for your home decor,49.99,ANY
7397bcf5-06c0-4aee-922f-8d111c10e090,footwear,formal,Pair of strappy heels for women,9.99,F
b842b868-4117-4254-aa1c-be43b05abb87,furniture,chairs,Incomparable dark khaki chair for your office,124.99,ANY
d27b5683-8bcd-4c9d-a641-a8fe6b00f610,groceries,vegetables,This yummy veggie is a must-have in every pantry,6.99,ANY
6fc7b390-e00f-47a8-9128-098517f02852,groceries,bakery,This delicious berry apple pie is made fresh every day,12.99,ANY
4b29ebdb-28d3-49ee-a9b1-cdb49fbb51f9,groceries,seafood,"Flavorful farmed salmon, always sourced sustainably",22.99,ANY
43dbbd80-b7f7-44c0-a942-e144006cc020,furniture,sofas,This ritzy white sofa will be the highlight of any room,735.99,ANY
0cb50483-3682-4db5-870c-2b007b2c08b6,groceries,fruits,Make sure to have your fresh dose of vitamin C every day,4.99,ANY
5a0f6f0b-8e77-49c0-aac5-f452ae1054fa,accessories,glasses,Ultracool glasses for men,102.99,M
8b9733b9-cbea-4de3-978b-5e3f0e8c796c,furniture,sofas,Unrivaled chocolate sofa for any room,736.99,ANY
2056c1e4-773f-4765-82e0-dedf83eefb10,jewelry,necklace,Dapper necklace for men,102.99,M
9943c887-d454-420d-a39b-b4a81e2980b7,accessories,handbag,Sienna handbag that works with all outfits,97.99,F
6a14c9e7-e667-48b1-9b77-b9ccee9e63b5,floral,wreath,Wedding wreath delivered fresh and vibrant from our growers,121.99,ANY
1e96e374-be23-4c97-b87e-b5c45cb8999f,housewares,kitchen,Definitive for every kitchen,52.99,ANY
429991a4-077e-42c0-9f52-c2f3d5bc6686,furniture,sofas,This ritzy gainsboro sofa will be the highlight of any room,667.99,ANY
2a44c312-f951-4c8a-a77d-bf379a5e80cb,electronics,speaker,High fidelity speakers to fill the house with beautiful music,132.99,ANY
